domain_1	domain_2
PF05161	PF13660
PF03953	PF04130
PF00427	PF00502
PF00127	PF16639
PF00289	PF00364
PF01339	PF03705
PF05681	PF05681
PF02359	PF14938
PF00439	PF02969
PF11624	PF11624
PF09405	PF09405
PF01668	PF03764
PF18239	PF18239
PF02838	PF07555
PF02290	PF05486
PF00689	PF04272
PF05259	PF07686
PF13292	PF13292
PF00048	PF07190
PF00468	PF09809
PF03070	PF03070
PF06368	PF06368
PF01080	PF06105
PF04820	PF04820
PF03463	PF03464
PF02282	PF02282
PF00547	PF00699
PF00091	PF02491
PF05793	PF05793
PF02306	PF02925
PF09481	PF09485
PF02810	PF07516
PF01975	PF01975
PF06534	PF06535
PF01154	PF12172
PF00062	PF12796
PF00047	PF13855
PF00639	PF04992
PF03513	PF03513
PF00748	PF13833
PF01883	PF01883
PF00326	PF02897
PF18376	PF18376
PF13380	PF13607
PF10258	PF10258
PF00137	PF00137
PF06833	PF06857
PF02959	PF02959
PF08752	PF16381
PF13288	PF13288
PF07472	PF07472
PF01797	PF04542
PF00070	PF02779
PF00089	PF17790
PF00973	PF00973
PF00993	PF02876
PF06303	PF17414
PF00076	PF16842
PF08423	PF08423
PF00645	PF00645
PF00471	PF00542
PF01138	PF12111
PF02211	PF02979
PF05347	PF07225
PF00702	PF03814
PF00271	PF16415
PF00253	PF00833
PF00071	PF11464
PF03730	PF03731
PF01306	PF07686
PF00076	PF01269
PF00124	PF00737
PF10584	PF10584
PF01138	PF14382
PF13012	PF18392
PF00327	PF00573
PF00505	PF02791
PF00795	PF01991
PF13412	PF13412
PF13354	PF18042
PF00177	PF00177
PF06585	PF06585
PF00069	PF13637
PF12796	PF17959
PF12783	PF16213
PF00270	PF00270
PF01612	PF18305
PF00980	PF00980
PF00069	PF00443
PF17842	PF18441
PF01912	PF08155
PF03882	PF04288
PF13507	PF18076
PF00949	PF01728
PF00478	PF01749
PF01833	PF18329
PF10414	PF14824
PF18373	PF18373
PF02186	PF05397
PF02868	PF16485
PF01096	PF01121
PF00203	PF00253
PF02801	PF18314
PF02255	PF03613
PF04719	PF05236
PF12137	PF18337
PF13840	PF13840
PF00268	PF00870
PF08666	PF08666
PF05496	PF17864
PF03390	PF03390
PF04849	PF04849
PF00018	PF00617
PF00203	PF00366
PF01912	PF04427
PF00105	PF03143
PF00829	PF01632
PF00268	PF00271
PF04997	PF12137
PF00108	PF01253
PF15913	PF15913
PF14521	PF14521
PF01340	PF01340
PF01015	PF01283
PF08337	PF08337
PF04221	PF04221
PF00156	PF01088
PF07690	PF07690
PF00213	PF02874
PF06339	PF06339
PF01322	PF01322
PF00339	PF02752
PF00083	PF01168
PF01078	PF01078
PF00235	PF08603
PF00015	PF01584
PF00071	PF18227
PF16747	PF16747
PF00749	PF03950
PF12999	PF12999
PF00240	PF16374
PF14677	PF14678
PF08780	PF08780
PF02624	PF02624
PF02829	PF08279
PF14943	PF16053
PF15384	PF15384
PF00254	PF08771
PF12874	PF13921
PF07411	PF07411
PF00583	PF02629
PF00633	PF00633
PF11519	PF11519
PF00076	PF00806
PF00105	PF00632
PF04965	PF04965
PF00005	PF17777
PF00573	PF10244
PF00561	PF13419
PF02109	PF03345
PF00020	PF12925
PF07195	PF07195
PF00071	PF13637
PF00223	PF01701
PF00468	PF01327
PF13563	PF13563
PF00298	PF00298
PF00373	PF07714
PF01248	PF01599
PF00271	PF00752
PF01193	PF02786
PF00070	PF01180
PF05721	PF05721
PF00507	PF05347
PF00400	PF00646
PF00017	PF16454
PF05115	PF08041
PF00816	PF01371
PF11572	PF11572
PF00155	PF02772
PF01799	PF02738
PF00048	PF12109
PF04248	PF04248
PF00206	PF01253
PF00076	PF01198
PF00227	PF00595
PF13414	PF13432
PF01201	PF04427
PF00209	PF07686
PF01801	PF02489
PF00078	PF17984
PF04893	PF04893
PF13416	PF16878
PF01310	PF01310
PF00227	PF01591
PF02489	PF02489
PF00104	PF16279
PF11793	PF11793
PF12391	PF12391
PF18645	PF18646
PF00025	PF12796
PF00170	PF00178
PF05873	PF05933
PF00082	PF07686
PF01300	PF07503
PF00358	PF17912
PF00361	PF10249
PF02177	PF12924
PF07949	PF07949
PF06212	PF07347
PF18453	PF18453
PF00004	PF10602
PF00515	PF00795
PF04410	PF16198
PF01978	PF11495
PF06431	PF06431
PF00143	PF07654
PF08240	PF16912
PF00068	PF00858
PF02649	PF02649
PF02979	PF02979
PF17652	PF17652
PF06983	PF06983
PF02746	PF13378
PF10425	PF17961
PF01464	PF14718
PF02865	PF02865
PF06849	PF06973
PF00318	PF01282
PF00963	PF01670
PF00069	PF00503
PF07161	PF07161
PF00475	PF00475
PF00384	PF12800
PF10035	PF10035
PF08943	PF08943
PF00400	PF03451
PF11965	PF11965
PF10996	PF16661
PF18793	PF18793
PF04037	PF04037
PF00149	PF04177
PF07678	PF12199
PF00421	PF02419
PF00005	PF00281
PF05916	PF16922
PF09637	PF10156
PF12539	PF18504
PF14008	PF14008
PF00040	PF00059
PF01686	PF01686
PF01652	PF17052
PF09701	PF09701
PF12535	PF12535
PF01388	PF01388
PF00660	PF00909
PF05699	PF05699
PF00762	PF00762
PF17950	PF17950
PF02189	PF02761
PF00240	PF02902
PF00458	PF03950
PF16670	PF16670
PF16680	PF16681
PF03286	PF06489
PF00400	PF00632
PF00670	PF00670
PF00607	PF00665
PF00467	PF06093
PF02579	PF02579
PF00164	PF06769
PF17753	PF17786
PF00215	PF01180
PF01423	PF01652
PF00276	PF00344
PF02433	PF13442
PF05769	PF05769
PF01571	PF08669
PF00355	PF10939
PF00134	PF09080
PF01808	PF02142
PF01861	PF01861
PF00292	PF06384
PF00400	PF08385
PF00390	PF01992
PF00168	PF00616
PF00026	PF10466
PF04691	PF04691
PF13201	PF13201
PF00125	PF00621
PF00753	PF01036
PF00899	PF08825
PF07686	PF15967
PF00717	PF10502
PF10014	PF10014
PF02184	PF02731
PF00160	PF02374
PF14559	PF18073
PF06135	PF06135
PF01169	PF04053
PF02186	PF02270
PF02563	PF10531
PF13167	PF16360
PF00862	PF00862
PF00059	PF00431
PF18074	PF18319
PF01969	PF01969
PF00034	PF02167
PF00002	PF00214
PF01996	PF01996
PF00149	PF04152
PF13692	PF13692
PF00728	PF18088
PF00885	PF01872
PF03144	PF09173
PF08205	PF13895
PF06391	PF17121
PF00004	PF00227
PF01037	PF01037
PF03180	PF03180
PF05935	PF17425
PF00023	PF00533
PF18483	PF18483
PF05013	PF05013
PF02663	PF02663
PF00519	PF00519
PF01286	PF01336
PF17385	PF17386
PF02845	PF05871
PF01196	PF18502
PF00875	PF03441
PF00533	PF03119
PF08990	PF08990
PF00226	PF00515
PF00389	PF00389
PF12870	PF12870
PF15285	PF15286
PF00251	PF04043
PF01412	PF05255
PF14707	PF14707
PF00559	PF00559
PF17784	PF17784
PF00899	PF03987
PF01614	PF09339
PF00023	PF01399
PF06374	PF09781
PF07574	PF08746
PF00090	PF00173
PF00627	PF01263
PF01776	PF01776
PF14496	PF14496
PF14727	PF14727
PF02597	PF14464
PF00249	PF18196
PF16804	PF16804
PF02906	PF13187
PF00033	PF02271
PF00760	PF00760
PF03604	PF04563
PF00869	PF02832
PF04563	PF04998
PF03377	PF03377
PF01262	PF02233
PF01388	PF02373
PF14323	PF16216
PF00181	PF01294
PF07575	PF07686
PF00089	PF08764
PF03545	PF09020
PF12973	PF13490
PF01966	PF12627
PF01992	PF04129
PF00417	PF00468
PF02902	PF02902
PF06389	PF06389
PF01274	PF01274
PF00423	PF00812
PF02142	PF02787
PF09056	PF09056
PF00202	PF00639
PF08083	PF10596
PF00041	PF00069
PF00240	PF03031
PF00870	PF07710
PF00730	PF14815
PF18100	PF18100
PF00169	PF00787
PF00225	PF16183
PF00554	PF04719
PF00886	PF01196
PF00096	PF00856
PF02071	PF02150
PF13516	PF18779
PF01653	PF14520
PF00542	PF16320
PF06427	PF18401
PF00886	PF01765
PF07809	PF07809
PF00673	PF09812
PF10444	PF10444
PF01341	PF07686
PF00344	PF00831
PF13527	PF13527
PF03572	PF17816
PF17894	PF18541
PF01596	PF01596
PF00327	PF18699
PF07720	PF07720
PF08512	PF08644
PF00992	PF13833
PF17041	PF17041
PF00172	PF01466
PF00899	PF05237
PF00022	PF04045
PF00612	PF13405
PF06414	PF08998
PF10075	PF18323
PF07461	PF16718
PF08563	PF09030
PF00557	PF05195
PF02748	PF02748
PF02350	PF03275
PF02815	PF02815
PF00125	PF12619
PF00514	PF18797
PF06374	PF10200
PF14515	PF14515
PF00001	PF07686
PF01353	PF01547
PF02953	PF02953
PF00698	PF02801
PF06955	PF06955
PF00567	PF00567
PF15313	PF15313
PF05110	PF07303
PF00440	PF17931
PF00926	PF01872
PF09041	PF09041
PF00691	PF02412
PF13012	PF18420
PF00573	PF01778
PF00033	PF02529
PF00550	PF05347
PF00343	PF00343
PF01743	PF12627
PF02905	PF02905
PF02769	PF17788
PF00341	PF00754
PF13899	PF13899
PF00173	PF00174
PF00023	PF13354
PF00610	PF00928
PF00593	PF00593
PF03344	PF03344
PF00787	PF17627
PF04078	PF04153
PF17292	PF17292
PF00562	PF04545
PF17914	PF17914
PF18426	PF18426
PF12230	PF16835
PF01201	PF16205
PF03415	PF03415
PF06337	PF06337
PF01634	PF01634
PF14517	PF14517
PF00179	PF10275
PF00017	PF00621
PF18504	PF18504
PF00319	PF03770
PF00216	PF00216
PF16723	PF16723
PF02577	PF02577
PF00334	PF00562
PF13473	PF18764
PF00116	PF18793
PF01509	PF04135
PF06535	PF06535
PF03551	PF10400
PF03338	PF03338
PF04951	PF04951
PF02171	PF08699
PF03876	PF04560
PF01408	PF09166
PF00753	PF16123
PF07478	PF07478
PF02296	PF02883
PF13541	PF13541
PF02566	PF06652
PF06628	PF18011
PF00069	PF00310
PF05578	PF07652
PF14752	PF14752
PF02570	PF02570
PF00299	PF00299
PF04300	PF12937
PF00373	PF02174
PF00886	PF01632
PF03937	PF03937
PF00025	PF00432
PF01200	PF01599
PF08649	PF08656
PF00400	PF13472
PF07686	PF07885
PF10464	PF10464
PF02270	PF03153
PF01149	PF06827
PF05896	PF05896
PF01491	PF01592
PF06487	PF16294
PF13738	PF13738
PF07575	PF12894
PF05115	PF08802
PF17935	PF17935
PF00400	PF09733
PF00448	PF02881
PF13734	PF13734
PF08955	PF08977
PF00089	PF01826
PF00125	PF09649
PF00557	PF14826
PF00005	PF08352
PF00184	PF00220
PF00069	PF08477
PF05638	PF05943
PF01934	PF18765
PF03472	PF18226
PF04564	PF18391
PF00888	PF07707
PF02096	PF14849
PF07686	PF09382
PF00400	PF01466
PF03750	PF03750
PF00041	PF00104
PF02602	PF03900
PF16721	PF16721
PF04851	PF04851
PF13012	PF13012
PF02889	PF08084
PF00350	PF01031
PF00149	PF00400
PF10073	PF10073
PF18632	PF18632
PF01764	PF03893
PF08939	PF08939
PF00004	PF07724
PF02022	PF11467
PF00940	PF14700
PF17964	PF17964
PF01007	PF02080
PF11463	PF11463
PF00012	PF12895
PF00088	PF01055
PF03143	PF03464
PF00702	PF07524
PF04003	PF08625
PF01555	PF01555
PF00036	PF00169
PF15605	PF18616
PF00170	PF00439
PF00170	PF00249
PF08443	PF08443
PF00541	PF13857
PF18332	PF18334
PF00009	PF14492
PF00246	PF13620
PF03246	PF03246
PF00133	PF08264
PF16575	PF16575
PF04097	PF11894
PF01408	PF01408
PF16532	PF16532
PF12819	PF12819
PF03639	PF04366
PF02008	PF02008
PF01817	PF01817
PF12796	PF14604
PF08293	PF15433
PF03912	PF03912
PF00179	PF02891
PF02984	PF03234
PF00271	PF00694
PF00832	PF00935
PF01716	PF01716
PF01808	PF01808
PF13417	PF16865
PF04924	PF05323
PF02443	PF02443
PF00579	PF00886
PF09376	PF09376
PF04598	PF04598
PF16536	PF16536
PF06865	PF06865
PF00310	PF01053
PF00044	PF00044
PF07781	PF07925
PF00352	PF08271
PF07675	PF07675
PF00071	PF08477
PF00084	PF07686
PF00673	PF01159
PF07162	PF07162
PF12574	PF12574
PF05648	PF05648
PF17676	PF17676
PF00234	PF00234
PF00478	PF01909
PF00496	PF00496
PF02854	PF05383
PF01394	PF09268
PF17433	PF18783
PF00386	PF01094
PF09179	PF11734
PF00346	PF00374
PF00152	PF01336
PF03435	PF03435
PF00562	PF04546
PF00541	PF12796
PF07646	PF09118
PF00079	PF14670
PF05971	PF05971
PF00656	PF12796
PF00292	PF01079
PF00506	PF00506
PF00063	PF00261
PF02861	PF05389
PF00245	PF05698
PF12859	PF12862
PF08964	PF08964
PF03069	PF03069
PF00514	PF04446
PF02655	PF18301
PF08263	PF13855
PF01993	PF02745
PF02604	PF02661
PF00069	PF01813
PF00823	PF14011
PF01602	PF04053
PF00889	PF01132
PF00299	PF02201
PF00044	PF00149
PF04989	PF04989
PF00316	PF00514
PF00271	PF13156
PF00372	PF03723
PF08702	PF08702
PF00090	PF01823
PF00069	PF03813
PF00144	PF07930
PF00025	PF01465
PF01423	PF02150
PF08335	PF08335
PF00022	PF07529
PF03796	PF13155
PF12437	PF18318
PF00702	PF02669
PF08191	PF12354
PF00271	PF02824
PF01179	PF07833
PF02731	PF10598
PF00086	PF00086
PF14833	PF14833
PF05652	PF11969
PF09976	PF09976
PF00430	PF00430
PF10566	PF14509
PF01321	PF16189
PF01055	PF16863
PF12142	PF12142
PF01193	PF04997
PF08615	PF08615
PF08650	PF08655
PF17192	PF17193
PF01279	PF13513
PF00031	PF00031
PF12464	PF12464
PF00149	PF17817
PF02078	PF02750
PF00562	PF07650
PF00439	PF04729
PF01381	PF08671
PF00071	PF08767
PF03576	PF03576
PF01746	PF01746
PF00533	PF06632
PF07951	PF13599
PF00069	PF00107
PF09144	PF09144
PF02182	PF13391
PF00271	PF16124
PF08769	PF08769
PF08075	PF08075
PF04811	PF04815
PF00035	PF12824
PF01325	PF02742
PF00830	PF00886
PF00022	PF06068
PF00076	PF01585
PF01126	PF01126
PF05167	PF05167
PF03446	PF14833
PF00036	PF00168
PF02629	PF02629
PF00107	PF00176
PF04378	PF04378
PF13672	PF13672
PF05197	PF05197
PF00069	PF08569
PF01109	PF09240
PF14450	PF14450
PF07686	PF17790
PF00653	PF02331
PF04652	PF04652
PF08797	PF08797
PF00347	PF17777
PF00573	PF16906
PF01111	PF02984
PF01077	PF01077
PF06290	PF06290
PF00018	PF00870
PF05806	PF05806
PF00665	PF18103
PF08801	PF08801
PF00107	PF08477
PF02793	PF07686
PF00401	PF00401
PF00041	PF00053
PF00957	PF14938
PF04146	PF04146
PF06124	PF06124
PF01074	PF18438
PF00608	PF00608
PF12777	PF12781
PF06744	PF07686
PF00382	PF00428
PF05983	PF08633
PF00651	PF00888
PF00094	PF00094
PF00466	PF16320
PF01252	PF01252
PF00531	PF00791
PF03306	PF03306
PF00134	PF16899
PF12895	PF13414
PF01058	PF11910
PF01266	PF01266
PF02847	PF10596
PF01248	PF01929
PF01016	PF01250
PF01847	PF01847
PF00595	PF00788
PF13589	PF13589
PF00504	PF00737
PF00107	PF00109
PF02338	PF02338
PF04616	PF16369
PF08868	PF08868
PF00124	PF02276
PF02670	PF08436
PF00731	PF01008
PF04542	PF17524
PF00639	PF00639
PF00171	PF14850
PF01632	PF02912
PF07686	PF11629
PF00071	PF00107
PF01423	PF02854
PF03420	PF03420
PF00089	PF00092
PF00421	PF00737
PF06619	PF06619
PF00833	PF08772
PF01269	PF01331
PF00069	PF00250
PF00583	PF07479
PF00331	PF00404
PF13450	PF13450
PF00018	PF12796
PF01464	PF11873
PF04851	PF17757
PF02670	PF13288
PF03810	PF04096
PF00639	PF13616
PF01065	PF01310
PF03801	PF18077
PF12106	PF12106
PF09308	PF09308
PF10633	PF13088
PF00805	PF00805
PF01018	PF01926
PF00957	PF05835
PF01387	PF13499
PF00441	PF02770
PF01043	PF01547
PF00059	PF00129
PF02969	PF03540
PF00226	PF07743
PF04900	PF04900
PF00808	PF02045
PF11464	PF11464
PF01218	PF01218
PF01742	PF01742
PF11486	PF11486
PF02375	PF02375
PF17920	PF17920
PF00027	PF01749
PF00111	PF01568
PF09383	PF09383
PF00888	PF12678
PF07974	PF08441
PF04881	PF04881
PF14832	PF14832
PF03198	PF03198
PF01679	PF04366
PF00128	PF00197
PF08810	PF08810
PF00871	PF02896
PF07243	PF07245
PF08677	PF08677
PF00850	PF00850
PF05936	PF05947
PF00729	PF00729
PF09776	PF11788
PF05483	PF05483
PF00542	PF00886
PF01912	PF01912
PF01246	PF01280
PF03657	PF17833
PF02127	PF02127
PF01193	PF08612
PF00249	PF00352
PF00004	PF17872
PF04963	PF04997
PF02469	PF02469
PF07732	PF13442
PF00047	PF00993
PF00724	PF00724
PF09099	PF09100
PF01032	PF01497
PF00440	PF13972
PF11558	PF11558
PF00097	PF00653
PF00009	PF01323
PF02786	PF02786
PF00082	PF05922
PF01712	PF06444
PF01687	PF06574
PF00929	PF02037
PF00133	PF14795
PF00373	PF00788
PF00347	PF00573
PF04806	PF04806
PF03725	PF03726
PF00703	PF02929
PF00271	PF00289
PF00877	PF01476
PF00071	PF00383
PF00069	PF04739
PF11611	PF17118
PF00034	PF00124
PF00891	PF08100
PF00471	PF00829
PF11258	PF17479
PF00130	PF02196
PF00125	PF04565
PF00817	PF11798
PF01108	PF15177
PF00076	PF09282
PF00036	PF00063
PF07366	PF07366
PF00089	PF16048
PF00384	PF04879
PF07686	PF13176
PF00832	PF01015
PF00675	PF02271
PF00167	PF00168
PF06787	PF06787
PF00711	PF00711
PF02329	PF02329
PF04471	PF18062
PF18139	PF18139
PF13086	PF13086
PF00196	PF18801
PF01862	PF01862
PF00081	PF01728
PF03464	PF03465
PF02936	PF05392
PF02903	PF02903
PF16565	PF16565
PF00790	PF02883
PF01201	PF01912
PF00076	PF01974
PF08567	PF12149
PF04037	PF12874
PF10255	PF13012
PF04685	PF12215
PF01392	PF07361
PF06438	PF06438
PF06855	PF06855
PF02643	PF02643
PF02746	PF02746
PF02893	PF06602
PF00096	PF00917
PF05932	PF09013
PF13718	PF13718
PF01782	PF05239
PF08502	PF08502
PF00128	PF09154
PF00466	PF17777
PF02548	PF02569
PF00023	PF00515
PF01140	PF01140
PF05916	PF14551
PF12389	PF12389
PF09172	PF09172
PF00531	PF01582
PF16450	PF16450
PF09311	PF09311
PF02678	PF05726
PF00754	PF07686
PF00428	PF06420
PF01248	PF01780
PF00124	PF00421
PF00069	PF00982
PF03259	PF16672
PF01035	PF09153
PF13510	PF17806
PF00270	PF01602
PF01106	PF01592
PF13012	PF18005
PF06212	PF06747
PF00018	PF00018
PF07299	PF07299
PF05168	PF05168
PF07876	PF07876
PF01039	PF06857
PF01212	PF01749
PF00076	PF00658
PF03345	PF03452
PF00018	PF02205
PF16423	PF16423
PF00008	PF11581
PF09398	PF09398
PF00457	PF14543
PF00229	PF09305
PF00868	PF01841
PF04729	PF07686
PF03515	PF11570
PF17789	PF17789
PF01649	PF02912
PF01398	PF18110
PF01263	PF01263
PF04135	PF08068
PF07275	PF07275
PF02080	PF02214
PF02724	PF14551
PF00353	PF00353
PF01084	PF01245
PF05872	PF05872
PF09284	PF09284
PF00830	PF01196
PF03106	PF03421
PF00380	PF01090
PF00753	PF10996
PF00680	PF00947
PF00051	PF01822
PF13620	PF13620
PF00958	PF02540
PF00533	PF16589
PF01462	PF13855
PF00830	PF01765
PF03871	PF06870
PF08351	PF13718
PF00337	PF00337
PF00215	PF01948
PF00727	PF09238
PF00646	PF03931
PF07686	PF07740
PF00204	PF05192
PF09009	PF09102
PF09924	PF09924
PF03973	PF03973
PF10646	PF10646
PF01200	PF01981
PF13513	PF18808
PF04552	PF04997
PF00476	PF18049
PF04729	PF15511
PF14336	PF14336
PF03345	PF04756
PF01131	PF02919
PF05933	PF10791
PF04567	PF04997
PF01472	PF16198
PF03964	PF06756
PF02854	PF04502
PF00833	PF04758
PF07419	PF07419
PF00064	PF00064
PF11407	PF11407
PF00069	PF05110
PF03321	PF13410
PF00071	PF00982
PF01099	PF09252
PF00440	PF18556
PF02270	PF02270
PF00022	PF00724
PF00069	PF00705
PF03962	PF07106
PF01517	PF01517
PF00043	PF00494
PF01128	PF01128
PF17894	PF18525
PF07336	PF11706
PF07742	PF07742
PF02321	PF02472
PF09648	PF09648
PF01341	PF01341
PF00481	PF00481
PF02195	PF17762
PF13417	PF14834
PF00518	PF01547
PF04801	PF05158
PF00057	PF00058
PF13149	PF13149
PF00832	PF16906
PF01039	PF08326
PF03357	PF04652
PF14606	PF14607
PF03671	PF07910
PF02953	PF03357
PF07678	PF07678
PF06971	PF06971
PF02709	PF13733
PF00963	PF01373
PF09711	PF09711
PF00531	PF14786
PF00636	PF01743
PF01674	PF01674
PF00722	PF06955
PF02254	PF07885
PF01179	PF02727
PF01077	PF03460
PF00389	PF01912
PF13979	PF13981
PF04948	PF04948
PF00059	PF00092
PF00301	PF00301
PF04539	PF04545
PF00207	PF17973
PF03357	PF03694
PF00017	PF07686
PF02310	PF09043
PF11976	PF11976
PF02710	PF02710
PF00562	PF03118
PF00338	PF01029
PF00749	PF02934
PF16953	PF16953
PF00238	PF00347
PF01195	PF01250
PF13832	PF13832
PF16360	PF16360
PF00504	PF01701
PF00237	PF00832
PF14789	PF14790
PF00625	PF12423
PF00125	PF04567
PF01096	PF01193
PF01144	PF01144
PF00620	PF02196
PF04637	PF04637
PF06179	PF10280
PF00009	PF01472
PF01262	PF08240
PF00320	PF02260
PF02787	PF02787
PF02921	PF02939
PF00905	PF03717
PF03951	PF03951
PF03967	PF05239
PF01926	PF01926
PF11548	PF11548
PF00502	PF02972
PF13857	PF16179
PF01657	PF01657
PF03486	PF03486
PF00271	PF00972
PF00610	PF18148
PF05848	PF17727
PF11584	PF11584
PF00125	PF00125
PF15967	PF18437
PF15538	PF18660
PF02731	PF02731
PF00542	PF01196
PF00870	PF00870
PF08676	PF08676
PF10435	PF13363
PF01137	PF01137
PF13328	PF13328
PF00542	PF01765
PF00759	PF02294
PF00203	PF01782
PF13234	PF13234
PF07516	PF07517
PF00251	PF08244
PF14791	PF14791
PF12862	PF12896
PF05001	PF05669
PF00443	PF14533
PF07034	PF14629
PF01476	PF01551
PF16865	PF16865
PF00071	PF03378
PF05139	PF05139
PF00271	PF10477
PF16812	PF16812
PF00149	PF15276
PF03850	PF04056
PF03641	PF14793
PF09015	PF09015
PF01248	PF09420
PF12862	PF15243
PF12753	PF12753
PF00078	PF00540
PF00586	PF02843
PF00400	PF01269
PF15526	PF18228
PF00271	PF12872
PF00501	PF14535
PF00550	PF01648
PF13180	PF13365
PF10482	PF10482
PF00152	PF00152
PF00190	PF00190
PF00431	PF01403
PF00603	PF00604
PF07992	PF13183
PF00551	PF00551
PF11977	PF11977
PF00772	PF02767
PF01547	PF02836
PF01193	PF04563
PF04135	PF16198
PF16678	PF16678
PF08148	PF13181
PF00041	PF18447
PF03413	PF14620
PF01063	PF01063
PF00097	PF00271
PF00254	PF04056
PF06903	PF06903
PF00069	PF03793
PF00071	PF16186
PF12218	PF12219
PF01246	PF11861
PF04433	PF04433
PF01967	PF02391
PF00400	PF04121
PF00069	PF00595
PF01399	PF10255
PF00084	PF07678
PF00584	PF03840
PF00361	PF07225
PF00352	PF03153
PF01784	PF01784
PF01155	PF10609
PF02315	PF13360
PF02739	PF02739
PF00027	PF00520
PF00143	PF13895
PF00271	PF00806
PF00271	PF00350
PF00775	PF00775
PF09481	PF09704
PF00149	PF08321
PF00270	PF00400
PF08659	PF08659
PF16376	PF16376
PF12563	PF16458
PF00153	PF00153
PF00078	PF17919
PF01967	PF01967
PF00324	PF00679
PF17967	PF17967
PF01182	PF01182
PF08240	PF13602
PF10437	PF10437
PF02093	PF02093
PF00291	PF15605
PF00089	PF17983
PF08084	PF12134
PF08805	PF08805
PF00001	PF02752
PF00710	PF18195
PF02074	PF02074
PF00107	PF02801
PF03104	PF08408
PF00359	PF05524
PF18792	PF18792
PF02150	PF04560
PF01496	PF02874
PF13649	PF13649
PF00623	PF08271
PF00373	PF00595
PF01876	PF01900
PF06374	PF15088
PF17791	PF17791
PF00018	PF12799
PF00150	PF00553
PF00171	PF01575
PF04539	PF04546
PF00542	PF01632
PF02867	PF02867
PF04563	PF04801
PF00075	PF02022
PF00397	PF00435
PF02503	PF13090
PF00333	PF03889
PF01259	PF01259
PF01192	PF04998
PF17451	PF18080
PF11342	PF11342
PF00188	PF08562
PF03874	PF11705
PF01243	PF16242
PF00517	PF00517
PF00018	PF00616
PF03639	PF03639
PF00249	PF03540
PF01409	PF01409
PF00452	PF00870
PF06733	PF13307
PF01058	PF01058
PF05873	PF10791
PF00887	PF00887
PF07827	PF07827
PF01257	PF10531
PF00490	PF02602
PF00348	PF00348
PF00011	PF00324
PF00176	PF00249
PF00562	PF00623
PF02081	PF15777
PF00380	PF10236
PF00211	PF01094
PF03572	PF07719
PF01025	PF01556
PF04092	PF07686
PF07474	PF13927
PF07970	PF07970
PF00516	PF00516
PF00155	PF00155
PF07686	PF08205
PF01198	PF01200
PF00717	PF01381
PF06491	PF06491
PF03098	PF03098
PF00006	PF18269
PF06424	PF08083
PF03785	PF03785
PF17759	PF17759
PF00289	PF02436
PF00773	PF17215
PF00129	PF04881
PF06303	PF06303
PF00071	PF00595
PF08964	PF14564
PF18710	PF18710
PF00179	PF10557
PF03598	PF03598
PF13144	PF13144
PF07412	PF07412
PF02785	PF02785
PF02214	PF13833
PF12971	PF12972
PF00227	PF03239
PF10664	PF11909
PF00243	PF07679
PF02169	PF02169
PF02779	PF16870
PF00574	PF01252
PF07559	PF07559
PF00022	PF00069
PF00017	PF03623
PF07679	PF13306
PF06511	PF07686
PF00240	PF00521
PF08275	PF13662
PF01200	PF01780
PF16403	PF16403
PF04257	PF17946
PF00164	PF11987
PF00270	PF08084
PF12469	PF18182
PF00452	PF12796
PF00297	PF01245
PF00244	PF00583
PF00254	PF11976
PF12937	PF12937
PF00111	PF07992
PF00514	PF01602
PF00240	PF09070
PF00041	PF06534
PF08534	PF11412
PF08687	PF08687
PF00008	PF03098
PF02022	PF02022
PF00058	PF00058
PF00930	PF00962
PF02618	PF02618
PF13378	PF18374
PF01193	PF04992
PF00071	PF09457
PF00163	PF00318
PF16113	PF16113
PF02463	PF02463
PF06514	PF14495
PF00081	PF00081
PF01121	PF04229
PF01878	PF01878
PF00573	PF13432
PF18508	PF18519
PF18054	PF18054
PF00182	PF00959
PF00969	PF07686
PF04088	PF04281
PF02828	PF09058
PF00613	PF00794
PF01669	PF07686
PF00165	PF06445
PF01430	PF01430
PF00560	PF00571
PF03116	PF05896
PF01039	PF06833
PF00069	PF03941
PF03871	PF04983
PF02234	PF02234
PF16183	PF16183
PF01015	PF01655
PF00171	PF00428
PF00696	PF13840
PF00071	PF06428
PF00456	PF17831
PF09294	PF15177
PF16274	PF16274
PF16798	PF16798
PF00389	PF02826
PF01289	PF01289
PF00171	PF01412
PF00400	PF12931
PF02888	PF13499
PF08439	PF08439
PF00183	PF00515
PF00306	PF02874
PF10459	PF10459
PF00097	PF04434
PF01118	PF01118
PF16255	PF16255
PF00077	PF00692
PF00772	PF00772
PF00514	PF02731
PF00070	PF00724
PF03666	PF06218
PF01547	PF13416
PF00164	PF03952
PF00097	PF00533
PF00169	PF01369
PF17990	PF17990
PF02491	PF14450
PF01990	PF01990
PF01423	PF03435
PF05185	PF17285
PF16193	PF16193
PF04843	PF04843
PF01399	PF01399
PF00069	PF16561
PF02036	PF02036
PF05543	PF05543
PF00049	PF16187
PF04777	PF18108
PF00696	PF01842
PF00072	PF00158
PF00982	PF02358
PF04104	PF04104
PF01584	PF02895
PF01084	PF01649
PF00179	PF00899
PF13621	PF13621
PF11554	PF11554
PF01447	PF01826
PF00374	PF13187
PF00281	PF00297
PF00555	PF03945
PF00510	PF02046
PF00511	PF02747
PF00515	PF00639
PF03496	PF03496
