domain_1	domain_2
PF00278	PF02784
PF00646	PF03931
PF00562	PF03870
PF08265	PF00022
PF01025	PF01025
PF16274	PF16274
PF04084	PF13401
PF00047	PF00560
PF00271	PF00069
PF04658	PF00352
PF00022	PF00400
PF01217	PF00928
PF08393	PF12775
PF08271	PF04997
PF17862	PF00004
PF00009	PF00647
PF02100	PF02784
PF00071	PF00107
PF00012	PF00515
PF00081	PF02777
PF01251	PF01200
PF00019	PF01064
PF09748	PF08638
PF00271	PF00330
PF08477	PF08477
PF00084	PF00431
PF14572	PF14572
PF00009	PF00005
PF04560	PF03876
PF00210	PF00210
PF04758	PF00163
PF02412	PF02412
PF07677	PF00207
PF01413	PF00092
PF00412	PF00568
PF10585	PF11976
PF00270	PF18119
PF00008	PF00560
PF00226	PF00515
PF00169	PF01412
PF00362	PF00041
PF00241	PF00241
PF14447	PF02762
PF04560	PF01000
PF00233	PF18100
PF00333	PF00177
PF00928	PF02883
PF01583	PF01583
PF00888	PF12896
PF00633	PF00533
PF00400	PF00505
PF00330	PF00400
PF00071	PF02136
PF17978	PF00179
PF05835	PF05835
PF00252	PF00035
PF01158	PF00347
PF08393	PF12781
PF14324	PF14324
PF12796	PF16516
PF02772	PF02772
PF00515	PF00248
PF00656	PF12796
PF05000	PF00623
PF02891	PF00179
PF08321	PF08321
PF00620	PF00169
PF06816	PF07684
PF05190	PF01624
PF00043	PF02005
PF00042	PF00042
PF00533	PF00633
PF03372	PF00078
PF01158	PF01248
PF10596	PF02966
PF00018	PF02205
PF00397	PF00397
PF10596	PF09785
PF02260	PF01336
PF00217	PF00217
PF14630	PF14630
PF01873	PF03144
PF00595	PF00102
PF05729	PF05729
PF00237	PF00164
PF17791	PF07686
PF00071	PF00794
PF00108	PF00725
PF02786	PF01039
PF00029	PF00029
PF00020	PF00229
PF11543	PF02359
PF02037	PF03730
PF05622	PF00595
PF01896	PF04104
PF00069	PF00806
PF01064	PF00019
PF02761	PF02762
PF00129	PF00179
PF01170	PF02926
PF01849	PF00400
PF13833	PF11601
PF12796	PF00018
PF01472	PF01509
PF00627	PF00076
PF02518	PF00069
PF04739	PF16561
PF08040	PF09781
PF01257	PF15880
PF00102	PF00047
PF17980	PF17980
PF04727	PF11841
PF01335	PF01335
PF07974	PF03736
PF05652	PF11969
PF00125	PF16211
PF00069	PF00022
PF13892	PF00022
PF11629	PF16517
PF00254	PF11976
PF01749	PF01749
PF04997	PF01096
PF00249	PF00628
PF00397	PF09068
PF00023	PF00612
PF01193	PF00397
PF00489	PF09240
PF00787	PF03643
PF11540	PF11540
PF03643	PF03635
PF00156	PF13793
PF00271	PF02792
PF00096	PF00389
PF00102	PF00017
PF02852	PF02852
PF08205	PF01023
PF17820	PF16523
PF00890	PF13085
PF00167	PF13927
PF00400	PF00041
PF00385	PF00145
PF00069	PF00019
PF00361	PF09781
PF05063	PF05063
PF05020	PF03152
PF09011	PF00505
PF13414	PF12895
PF00082	PF14670
PF00621	PF00018
PF00758	PF09067
PF13365	PF17820
PF00041	PF13927
PF01221	PF11540
PF08442	PF02629
PF00400	PF08572
PF18279	PF18279
PF00297	PF00673
PF02263	PF02841
PF02174	PF08725
PF00623	PF04560
PF01423	PF01399
PF09782	PF05676
PF01008	PF00069
PF01512	PF15880
PF00614	PF00168
PF01780	PF00428
PF01734	PF12796
PF17297	PF17297
PF00027	PF13426
PF00149	PF00400
PF07541	PF00270
PF01157	PF01015
PF00151	PF01477
PF03465	PF03143
PF02889	PF02889
PF00822	PF00060
PF08389	PF00071
PF10780	PF00466
PF02297	PF00970
PF00096	PF03226
PF07645	PF07645
PF00957	PF02991
PF00782	PF00571
PF16864	PF16864
PF00022	PF00505
PF00206	PF00206
PF03484	PF03484
PF00514	PF00646
PF01751	PF01751
PF02779	PF02817
PF00568	PF00568
PF13832	PF13832
PF01466	PF00400
PF08357	PF08357
PF00595	PF00089
PF00656	PF00023
PF00827	PF00237
PF02985	PF01279
PF01592	PF00266
PF07474	PF07679
PF17960	PF17960
PF01108	PF00143
PF00505	PF00004
PF00102	PF00069
PF00641	PF00673
PF13012	PF18098
PF16471	PF16471
PF04983	PF04560
PF00514	PF00102
PF07679	PF13855
PF01096	PF01193
PF00297	PF06984
PF02732	PF00069
PF00702	PF00122
PF02460	PF12349
PF00493	PF17855
PF00071	PF03456
PF00956	PF00018
PF01851	PF01851
PF00069	PF02874
PF00084	PF00059
PF00043	PF03950
PF00293	PF00293
PF01336	PF10189
PF01017	PF02864
PF02008	PF16866
PF00957	PF00835
PF13637	PF00091
PF16421	PF08781
PF00024	PF00069
PF00041	PF09240
PF02902	PF02902
PF07412	PF07412
PF02629	PF00549
PF00317	PF00268
PF00018	PF05924
PF13176	PF13374
PF15630	PF16783
PF01823	PF00061
PF00107	PF00109
PF00927	PF00927
PF15009	PF15009
PF00076	PF00098
PF01546	PF01546
PF06093	PF00467
PF09507	PF04042
PF16179	PF12796
PF01399	PF00400
PF00041	PF00102
PF13909	PF13909
PF00069	PF00619
PF11413	PF13640
PF00043	PF00043
PF00179	PF00627
PF03226	PF00096
PF00069	PF06617
PF11605	PF11605
PF17779	PF05729
PF00085	PF02752
PF00573	PF00828
PF18485	PF00043
PF00017	PF00792
PF00009	PF00069
PF00069	PF02197
PF10275	PF00179
PF14843	PF00757
PF00389	PF02826
PF00617	PF00169
PF00258	PF02898
PF00271	PF01909
PF01873	PF01008
PF09041	PF00069
PF09668	PF09668
PF04563	PF03604
PF00069	PF00104
PF08781	PF08934
PF13414	PF13424
PF09377	PF14492
PF10232	PF05983
PF00632	PF00627
PF00612	PF00612
PF08704	PF08704
PF05786	PF12719
PF00454	PF16978
PF04758	PF04950
PF11717	PF11717
PF02792	PF00076
PF00013	PF00013
PF01907	PF01780
PF07992	PF02779
PF15433	PF14955
PF00096	PF03166
PF00173	PF00970
PF06978	PF08170
PF00795	PF00795
PF01058	PF00037
PF13558	PF13558
PF08083	PF02731
PF02770	PF02771
PF03980	PF08641
PF03953	PF13637
PF01138	PF00270
PF11605	PF00240
PF03332	PF03332
PF02985	PF00071
PF00562	PF00562
PF00105	PF00046
PF00046	PF04814
PF07678	PF01823
PF07719	PF00515
PF00109	PF02801
PF00287	PF00689
PF04774	PF03764
PF13831	PF13832
PF00017	PF02174
PF03489	PF03489
PF09258	PF09258
PF00514	PF11502
PF07525	PF03931
PF16644	PF13499
PF00627	PF00069
PF00076	PF00439
PF02630	PF02630
PF01282	PF01283
PF08784	PF08784
PF00439	PF00076
PF17256	PF00515
PF12861	PF00179
PF00435	PF13833
PF17207	PF14551
PF00089	PF00084
PF00886	PF14943
PF00431	PF14670
PF00098	PF00076
PF00400	PF11816
PF02786	PF02142
PF00199	PF00199
PF00569	PF11976
PF00125	PF00125
PF01394	PF00637
PF18097	PF09336
PF02518	PF00160
PF00271	PF01193
PF05641	PF05641
PF00788	PF00373
PF03145	PF00595
PF00389	PF00270
PF08704	PF04189
PF04856	PF03568
PF08083	PF10596
PF14306	PF14306
PF12799	PF00018
PF00204	PF01751
PF00664	PF07686
PF00069	PF03234
PF01187	PF01187
PF01853	PF10513
PF00653	PF00097
PF00467	PF00338
PF01602	PF01749
PF13895	PF18452
PF13426	PF00071
PF17827	PF03462
PF13499	PF13405
PF03129	PF00458
PF05347	PF00550
PF00388	PF00017
PF13671	PF13671
PF01403	PF01833
PF03876	PF04983
PF07714	PF00373
PF12850	PF03635
PF16179	PF00023
PF00514	PF18797
PF07524	PF03540
PF16561	PF04739
PF02177	PF02177
PF01858	PF01858
PF03725	PF17849
PF00125	PF00400
PF00454	PF00017
PF00352	PF00808
PF00018	PF00063
PF01833	PF12796
PF05076	PF05076
PF01248	PF00105
PF01624	PF02518
PF00130	PF02196
PF00018	PF02383
PF02174	PF00169
PF04979	PF00149
PF00076	PF16275
PF00400	PF00575
PF00069	PF00071
PF00076	PF01388
PF09042	PF08726
PF06418	PF06418
PF13589	PF01119
PF01269	PF01912
PF00289	PF00289
PF02463	PF00069
PF00388	PF09279
PF00346	PF00037
PF01198	PF01282
PF00994	PF00994
PF16320	PF00298
PF02460	PF02460
PF01403	PF01403
PF13181	PF13181
PF00069	PF02196
PF18323	PF18392
PF17751	PF17751
PF02759	PF02759
PF00656	PF13637
PF05192	PF05188
PF05020	PF00004
PF03810	PF08389
PF04997	PF04566
PF09247	PF00352
PF00405	PF04253
PF00022	PF01290
PF01189	PF00533
PF00102	PF00018
PF04998	PF00562
PF00071	PF00071
PF01981	PF01981
PF05454	PF09068
PF14382	PF01138
PF00684	PF00684
PF01751	PF02518
PF03810	PF08767
PF03223	PF01991
PF00023	PF00076
PF03234	PF00069
PF07678	PF00084
PF08148	PF00270
PF01031	PF02212
PF13832	PF13831
PF11793	PF11793
PF07679	PF08205
PF00169	PF00620
PF00040	PF00039
PF03114	PF00018
PF00400	PF00013
PF02735	PF03730
PF00071	PF02196
PF02172	PF16675
PF04177	PF00118
PF07686	PF01030
PF07679	PF13306
PF05405	PF05511
PF00400	PF03540
PF12842	PF04078
PF01111	PF00069
PF08033	PF00626
PF01267	PF01115
PF01063	PF01063
PF13432	PF13181
PF04719	PF00352
PF00011	PF00244
PF02404	PF02404
PF14938	PF14938
PF16172	PF00018
PF17798	PF17798
PF00562	PF00467
PF00622	PF03226
PF01248	PF01798
PF00995	PF00957
PF00169	PF00252
PF00297	PF01246
PF18264	PF09733
PF01127	PF01127
PF00689	PF08282
PF00023	PF00412
PF00001	PF02752
PF03370	PF03370
PF10018	PF08638
PF01071	PF02769
PF02221	PF13855
PF00106	PF00106
PF00917	PF00651
PF03166	PF00104
PF15070	PF04495
PF00023	PF00027
PF02874	PF00069
PF00106	PF00248
PF00300	PF01591
PF03623	PF03623
PF00106	PF01992
PF08527	PF08526
PF00041	PF00147
PF13606	PF12796
PF00400	PF08148
PF00533	PF00533
PF00928	PF00610
PF05773	PF00179
PF00069	PF13405
PF02014	PF02014
PF00984	PF03720
PF00085	PF00554
PF00008	PF00431
PF00013	PF00017
PF02063	PF13499
PF05739	PF14938
PF02150	PF04563
PF00350	PF04799
PF16891	PF00149
PF17872	PF13191
PF13855	PF07686
PF13181	PF13844
PF00833	PF01283
PF00542	PF01245
PF17790	PF07678
PF00530	PF00530
PF03366	PF03366
PF00235	PF00022
PF07654	PF02793
PF00040	PF00045
PF16415	PF04857
PF00501	PF00071
PF01412	PF00996
PF02373	PF00628
PF00071	PF06428
PF00462	PF07992
PF00319	PF09047
PF04997	PF00623
PF04851	PF11648
PF00400	PF00076
PF00433	PF00595
PF00462	PF01722
PF08441	PF18372
PF04053	PF04053
PF01851	PF01399
PF02136	PF01749
PF00035	PF00035
PF01198	PF01090
PF00047	PF02404
PF00225	PF03953
PF00786	PF00786
PF00587	PF03129
PF00638	PF00638
PF01593	PF04433
PF00595	PF05622
PF00109	PF00698
PF13920	PF00179
PF13855	PF15913
PF04560	PF00562
PF03953	PF00091
PF18212	PF15913
PF01667	PF00380
PF04566	PF04565
PF13432	PF13844
PF02493	PF02493
PF00025	PF16471
PF00261	PF00261
PF00627	PF00018
PF00176	PF00249
PF02751	PF02751
PF13927	PF01023
PF00098	PF00069
PF00057	PF00057
PF02937	PF02284
PF00488	PF05192
PF05158	PF03871
PF01997	PF01997
PF00340	PF01023
PF02854	PF09088
PF02793	PF16489
PF00521	PF00240
PF17655	PF01007
PF04729	PF04729
PF00575	PF00400
PF00271	PF00676
PF00566	PF00566
PF09173	PF07065
PF01088	PF01088
PF02252	PF02251
PF02762	PF02762
PF00431	PF07645
PF01323	PF00009
PF04099	PF04099
PF01632	PF00542
PF04699	PF04045
PF16563	PF14048
PF05192	PF05192
PF00648	PF00748
PF17875	PF04563
PF00023	PF00017
PF02823	PF04627
PF00071	PF02204
PF00378	PF00501
PF02733	PF02733
PF00515	PF00013
PF08389	PF18617
PF02189	PF02189
PF00989	PF00320
PF02412	PF05735
PF00076	PF08080
PF07834	PF02902
PF13499	PF03388
PF00637	PF01602
PF00412	PF00023
PF00349	PF00349
PF01876	PF08584
PF06424	PF02966
PF02516	PF04597
PF00757	PF07714
PF00625	PF00060
PF00006	PF01496
PF16689	PF16689
PF12796	PF07679
PF00313	PF00098
PF00270	PF01602
PF01512	PF01257
PF01401	PF01401
PF04811	PF04811
PF01109	PF09240
PF00069	PF00618
PF00046	PF00008
PF00306	PF00069
PF05236	PF05236
PF06732	PF04427
PF00204	PF02518
PF09396	PF00089
PF00041	PF00229
PF05920	PF00046
PF08068	PF16198
PF00032	PF02271
PF00498	PF00069
PF00595	PF00169
PF18111	PF00415
PF00069	PF00170
PF04758	PF00833
PF16450	PF16450
PF08696	PF13086
PF00993	PF01669
PF00868	PF01841
PF01393	PF03735
PF00318	PF00366
PF00619	PF00656
PF00273	PF07686
PF01794	PF01794
PF01530	PF01530
PF00888	PF00097
PF00041	PF00400
PF00071	PF00618
PF07714	PF11555
PF07710	PF00870
PF13499	PF00992
PF00017	PF00013
PF00388	PF00168
PF13637	PF13857
PF00023	PF00531
PF07965	PF07974
PF00612	PF00027
PF01496	PF01813
PF00520	PF00520
PF00105	PF00989
PF08726	PF13833
PF02150	PF04801
PF00627	PF00085
PF10283	PF17979
PF09079	PF04084
PF02059	PF18611
PF00055	PF13855
PF00008	PF00046
PF00023	PF00069
PF15433	PF00338
PF18782	PF18782
PF01912	PF01399
PF07686	PF00084
PF00640	PF10515
PF07650	PF00253
PF13656	PF03870
PF00237	PF00347
PF05186	PF05186
PF00089	PF00050
PF00071	PF08355
PF05158	PF11705
PF01423	PF01248
PF00005	PF00009
PF04997	PF01191
PF08423	PF14520
PF00069	PF04272
PF00578	PF00578
PF00047	PF00059
PF14676	PF14676
PF00179	PF00097
PF03871	PF01096
PF00270	PF01909
PF00292	PF00046
PF00575	PF00009
PF02747	PF00867
PF16187	PF16187
PF00074	PF18779
PF04814	PF00046
PF00046	PF00907
PF00118	PF00149
PF00888	PF00069
PF01112	PF01112
PF00211	PF00503
PF00625	PF00625
PF00113	PF00113
PF08725	PF00357
PF13923	PF00240
PF02170	PF02170
PF00400	PF12894
PF00071	PF02141
PF06325	PF13649
PF14572	PF13793
PF00004	PF05362
PF00008	PF00059
PF03501	PF00253
PF04998	PF05000
PF02883	PF02296
PF01423	PF14580
PF02826	PF00117
PF02881	PF02978
PF04560	PF00467
PF00594	PF00059
PF00443	PF00004
PF00567	PF00567
PF00018	PF00244
PF00571	PF00782
PF03878	PF00071
PF05276	PF00071
PF00036	PF01023
PF00595	PF00041
PF00957	PF05739
PF03446	PF03446
PF00069	PF01031
PF00181	PF01777
PF07654	PF09294
PF00069	PF00118
PF02441	PF02441
PF01414	PF07645
PF00106	PF13561
PF02197	PF03832
PF05964	PF05965
PF03834	PF05181
PF01119	PF01119
PF00400	PF00069
PF12783	PF12783
PF00782	PF14671
PF08934	PF01858
PF03250	PF00022
PF00096	PF13909
PF00254	PF00036
PF07654	PF00019
PF05739	PF12352
PF17776	PF17779
PF00271	PF00533
PF08389	PF00179
PF00400	PF00330
PF17771	PF01421
PF00318	PF01092
PF18569	PF00043
PF02886	PF01273
PF07686	PF00173
PF00578	PF00012
PF12157	PF00352
PF00570	PF00570
PF00835	PF05739
PF01780	PF01599
PF00085	PF00001
PF05843	PF07521
PF00176	PF00271
PF00270	PF13234
PF01423	PF06544
PF00557	PF05195
PF05699	PF05699
PF00676	PF02780
PF16757	PF01120
PF01269	PF01269
PF15469	PF04048
PF08516	PF01421
PF00656	PF00619
PF00439	PF02291
PF02966	PF01423
PF00203	PF00380
PF11971	PF00169
PF02212	PF00271
PF00271	PF01189
PF00076	PF09090
PF09781	PF10249
PF00639	PF00515
PF01423	PF00679
PF02205	PF00611
PF04487	PF02135
PF06401	PF00057
PF00240	PF00240
PF00096	PF00105
PF00028	PF08266
PF00096	PF05236
PF02020	PF02847
PF11987	PF00009
PF00004	PF02933
PF00400	PF04096
PF00454	PF16454
PF03165	PF03165
PF00069	PF00515
PF00533	PF01912
PF12937	PF04300
PF02793	PF07654
PF00830	PF01245
PF00008	PF03098
PF00679	PF03946
PF02403	PF00587
PF13445	PF13445
PF00149	PF00076
PF09405	PF00270
PF00071	PF08389
PF09382	PF09382
PF01335	PF00531
PF03372	PF00022
PF03360	PF03360
PF00049	PF00041
PF02800	PF00514
PF00233	PF00233
PF00307	PF07714
PF12047	PF00240
PF00298	PF00466
PF00514	PF00571
PF00071	PF08767
PF08271	PF00010
PF00636	PF00636
PF07034	PF13191
PF00488	PF05190
PF00071	PF05739
PF03494	PF01080
PF01094	PF07654
PF00993	PF09307
PF08512	PF00125
PF00515	PF00097
PF00870	PF00870
PF09032	PF09032
PF02984	PF00646
PF01335	PF00069
PF01280	PF01282
PF00009	PF03764
PF00071	PF00515
PF00400	PF04567
PF03143	PF00009
PF00018	PF00790
PF00298	PF00428
PF01398	PF16450
PF00092	PF07965
PF00562	PF04560
PF11865	PF00454
PF12146	PF00326
PF02902	PF07834
PF01655	PF01015
PF13927	PF13855
PF05994	PF09735
PF12796	PF07650
PF00069	PF00595
PF00715	PF00041
PF05192	PF05190
PF00647	PF00009
PF00637	PF01394
PF00009	PF14492
PF13833	PF13405
PF00993	PF00129
PF00416	PF01090
PF00388	PF00387
PF13646	PF18004
PF00149	PF00027
PF00046	PF00400
PF07529	PF00022
PF00004	PF00627
PF13606	PF13637
PF00102	PF00514
PF00112	PF00112
PF00572	PF00573
PF16186	PF00514
PF08797	PF08797
PF00240	PF03031
PF00236	PF13306
PF02747	PF00179
PF02127	PF02127
PF04774	PF03501
PF02761	PF02189
PF11715	PF00400
PF00675	PF00675
PF15490	PF01336
PF13855	PF01463
PF01058	PF00329
PF00097	PF00097
PF09103	PF09169
PF00071	PF00595
PF00022	PF00069
PF01399	PF01398
PF00132	PF00514
PF12862	PF13414
PF00231	PF00213
PF18102	PF18102
PF00397	PF00639
PF00076	PF02852
PF01749	PF02985
PF03104	PF04104
PF01602	PF00928
PF08271	PF00623
PF01780	PF01200
PF07703	PF17790
PF00076	PF00149
PF00018	PF00026
PF00023	PF00018
PF02629	PF08442
PF09270	PF12796
PF08672	PF00179
PF13234	PF00270
PF00019	PF05806
PF00160	PF00515
PF02984	PF02984
PF16450	PF01398
PF10598	PF13921
PF13499	PF00254
PF00055	PF13306
PF02210	PF00047
PF02148	PF00240
PF12838	PF05071
PF01765	PF14492
PF13012	PF13012
PF04096	PF07575
PF00641	PF00097
PF00789	PF00789
PF14559	PF14559
PF00415	PF00071
PF11708	PF12134
PF13765	PF07654
PF00554	PF04719
PF18091	PF00240
PF02115	PF00531
PF00271	PF00439
PF03985	PF13432
PF13414	PF13181
PF01191	PF01194
PF00168	PF00804
PF03874	PF03870
PF17838	PF00621
PF01479	PF01479
PF04990	PF04563
PF02167	PF00355
PF08840	PF04775
PF00240	PF07653
PF01436	PF00630
PF04997	PF03604
PF00069	PF00180
PF02939	PF02320
PF00533	PF00644
PF00454	PF02260
PF05406	PF00645
PF02225	PF04389
PF01094	PF00060
PF07686	PF00324
PF00225	PF00091
PF00271	PF00176
PF01388	PF00928
PF14845	PF00728
PF00850	PF00628
PF00651	PF07707
PF02880	PF02878
PF00012	PF00400
PF00931	PF00452
PF00623	PF00076
PF00956	PF00956
PF00581	PF00581
PF00611	PF00611
PF01423	PF02854
PF08292	PF03870
PF07677	PF01835
PF07690	PF07686
PF00125	PF12619
PF11095	PF06372
PF16577	PF16577
PF03807	PF14748
PF02826	PF00096
PF09781	PF10200
PF02146	PF00008
PF00240	PF14604
PF11600	PF01393
PF00443	PF00227
PF00020	PF00531
PF00226	PF00400
PF00169	PF00788
PF14429	PF14429
PF00071	PF03164
PF00105	PF01248
PF08351	PF13718
PF01280	PF01246
PF00097	PF00498
PF12202	PF00069
PF00752	PF00271
PF08214	PF15511
PF05008	PF01602
PF13855	PF01462
PF08606	PF11831
PF00246	PF06907
PF01157	PF01667
PF09240	PF02372
PF04209	PF04209
PF01713	PF01713
PF01466	PF12937
PF07686	PF00071
PF00169	PF00071
PF00676	PF00271
PF01485	PF17976
PF00113	PF03952
PF00617	PF00069
PF10584	PF10584
PF07718	PF14806
PF16203	PF06331
PF00025	PF16453
PF00789	PF02933
PF06068	PF00505
PF00026	PF03489
PF04628	PF04099
PF02237	PF03099
PF00227	PF00096
PF00123	PF02793
PF03871	PF01193
PF00612	PF00063
PF00397	PF00083
PF00001	PF00001
PF00175	PF00175
PF06581	PF06581
PF06588	PF06588
PF01193	PF03874
PF00644	PF02877
PF02780	PF02780
PF02852	PF02779
PF00079	PF00089
PF00766	PF01012
PF00346	PF00329
PF00035	PF00636
PF13012	PF01399
PF08641	PF05859
PF03871	PF04566
PF00560	PF00595
PF00024	PF00024
PF07160	PF16740
PF01058	PF01058
PF00373	PF09379
PF03194	PF03194
PF16095	PF08477
PF13857	PF16179
PF12781	PF12781
PF00053	PF00008
PF16920	PF00047
PF00812	PF01404
PF01248	PF01423
PF05191	PF05191
PF11977	PF11977
PF09180	PF03129
PF14748	PF14748
PF00085	PF13848
PF01912	PF00271
PF13193	PF00501
PF13637	PF00656
PF00146	PF06747
PF02237	PF00364
PF00145	PF14533
PF07686	PF07703
PF10488	PF00149
PF00274	PF00274
PF04053	PF06957
PF00628	PF00856
PF00056	PF00393
PF03849	PF06331
PF01213	PF00400
PF00149	PF00069
PF06602	PF06602
PF00791	PF00531
PF17789	PF07703
PF00079	PF00008
PF01030	PF00008
PF08209	PF00125
PF01246	PF01247
PF00069	PF00306
PF16203	PF04056
PF00285	PF00285
PF01246	PF01780
PF00001	PF00503
PF00676	PF02817
PF02841	PF02841
PF02174	PF00017
PF12937	PF00240
PF00219	PF00049
PF02880	PF00400
PF00928	PF00400
PF00850	PF01028
PF00658	PF07145
PF00076	PF00628
PF07545	PF17725
PF04815	PF04815
PF05158	PF01191
PF00057	PF07703
PF04563	PF04563
PF00467	PF16121
PF01965	PF01965
PF00611	PF14604
PF00400	PF00622
PF08506	PF03810
PF03166	PF00595
PF02350	PF02350
PF06337	PF00240
PF01909	PF00271
PF01344	PF13418
PF00856	PF00628
PF01090	PF01282
PF17144	PF01157
PF00646	PF00179
PF00076	PF00270
PF04446	PF04446
PF00689	PF04272
PF08934	PF08781
PF13534	PF01127
PF08941	PF00581
PF12896	PF12862
PF00076	PF12220
PF07686	PF01821
PF08441	PF07974
PF03535	PF07686
PF02776	PF00071
PF04561	PF01193
PF12157	PF04658
PF01403	PF00089
PF01363	PF03134
PF00610	PF00610
PF02191	PF01462
PF02731	PF00009
PF04561	PF04566
PF16673	PF16673
PF16420	PF03987
PF00125	PF03810
PF14677	PF14680
PF00022	PF00018
PF01012	PF01012
PF02150	PF00562
PF18397	PF18397
PF00069	PF00153
PF12895	PF12895
PF16488	PF02170
PF04567	PF02150
PF08516	PF00200
PF02136	PF00638
PF00069	PF00397
PF03623	PF03535
PF00179	PF08672
PF18437	PF18437
PF02883	PF03127
PF00397	PF04997
PF13833	PF00992
PF00575	PF01008
PF02099	PF00240
PF01398	PF00076
PF00017	PF00168
PF04997	PF02150
PF00515	PF00160
PF00107	PF00018
PF03345	PF04756
PF14629	PF13191
PF02167	PF02939
PF00273	PF07654
PF04566	PF04567
PF01079	PF01079
PF02747	PF00240
PF00169	PF00787
PF00573	PF10501
PF04563	PF03876
PF04800	PF05071
PF00149	PF17817
PF00085	PF00091
PF05743	PF00240
PF00012	PF01556
PF04091	PF04091
PF04566	PF03871
PF02191	PF02191
PF04253	PF04389
PF13499	PF00063
PF00595	PF00412
PF00962	PF00962
PF00179	PF00888
PF00640	PF00640
PF04563	PF01000
PF00010	PF00412
PF05924	PF00018
PF02262	PF02762
PF03483	PF01409
PF00226	PF01556
PF01585	PF00076
PF01835	PF07677
PF10245	PF03719
PF00621	PF00130
PF02296	PF02883
PF17849	PF03725
PF00515	PF13176
PF01922	PF01922
PF01853	PF01853
PF00009	PF11987
PF01642	PF01642
PF00240	PF06337
PF00533	PF00097
PF16121	PF00900
PF00338	PF03719
PF06367	PF00071
PF02037	PF00838
PF13405	PF00612
PF00679	PF00679
PF17144	PF00673
PF13848	PF00085
PF00320	PF00227
PF14551	PF02724
PF08614	PF08614
PF05739	PF02933
PF09177	PF09177
PF15879	PF06747
PF00989	PF00989
PF16516	PF00240
PF00623	PF01096
PF00748	PF13833
PF09454	PF07200
PF01191	PF01096
PF07978	PF07978
PF00143	PF00143
PF10280	PF06179
PF00297	PF00572
PF00018	PF00625
PF04099	PF04628
PF09038	PF00240
PF00554	PF00069
PF05236	PF02269
PF03256	PF03256
PF00617	PF00018
PF07683	PF02492
PF04563	PF04801
PF00261	PF00063
PF01833	PF09596
PF00240	PF00125
PF00875	PF00875
PF00467	PF01777
PF00777	PF00777
PF17855	PF18263
PF00025	PF00169
PF04516	PF04516
PF00787	PF00169
PF00957	PF01602
PF03635	PF03635
PF05743	PF05743
PF00488	PF01624
PF02784	PF02784
PF01992	PF01992
PF00617	PF12026
PF00059	PF00431
PF13855	PF00560
PF00244	PF00786
PF01926	PF16543
PF00658	PF00076
PF08286	PF08234
PF00493	PF17207
PF02078	PF02750
PF00557	PF00557
PF05806	PF05806
PF00169	PF00307
PF01061	PF01061
PF16661	PF07521
PF00514	PF00076
PF13874	PF15967
PF18282	PF00240
PF00578	PF10417
PF09067	PF09067
PF02260	PF02259
PF04564	PF00183
PF01652	PF10477
PF13499	PF07686
PF01214	PF01214
PF05000	PF04563
PF02798	PF00400
PF01459	PF00071
PF00448	PF02881
PF00515	PF00850
PF13087	PF13604
PF01853	PF03366
PF01031	PF00125
PF00125	PF00069
PF16521	PF16521
PF00481	PF00481
PF00240	PF00400
PF03226	PF03226
PF16487	PF16488
PF00069	PF02827
PF00533	PF00498
PF00047	PF00129
PF00227	PF01851
PF00498	PF02732
PF00318	PF00312
PF01462	PF00092
PF00634	PF08423
PF00111	PF00111
PF00858	PF00858
PF13472	PF13472
PF01833	PF00071
PF16833	PF08567
PF00498	PF01412
PF08659	PF14765
PF00350	PF00271
PF00096	PF00170
PF00628	PF00850
PF00562	PF04561
PF00041	PF00061
PF07562	PF00003
PF00035	PF00271
PF01423	PF01798
PF00520	PF08412
PF13181	PF00270
PF09006	PF00059
PF00026	PF00026
PF00587	PF00458
PF01839	PF08441
PF01192	PF01193
PF03731	PF00125
PF00169	PF18385
PF00354	PF00354
PF00018	PF00036
PF00752	PF02747
PF04098	PF04098
PF00481	PF00069
PF10596	PF12134
PF02518	PF00204
PF12775	PF12780
PF01365	PF00622
PF12775	PF18199
PF16413	PF08676
PF00125	PF03731
PF00176	PF00107
PF00533	PF01873
PF00957	PF14938
PF01471	PF00045
PF09382	PF16124
PF09379	PF00769
PF04564	PF04564
PF00994	PF03454
PF00106	PF00069
PF00514	PF03810
PF16678	PF16678
PF00521	PF01751
PF13855	PF00090
PF13733	PF13733
PF02880	PF02880
PF00017	PF00621
PF00168	PF05739
PF00628	PF00249
PF00271	PF01336
PF00118	PF04177
PF00004	PF01851
PF00237	PF01198
PF00352	PF00010
PF04729	PF09453
PF01064	PF07686
PF00084	PF00084
PF04889	PF00400
PF05365	PF02271
PF00069	PF00102
PF03129	PF18136
PF07686	PF13855
PF01208	PF01208
PF00053	PF00058
PF00705	PF08542
PF02826	PF02826
PF00595	PF00069
PF04051	PF04051
PF07686	PF01403
PF00664	PF00005
PF00690	PF00122
PF00010	PF00069
PF01398	PF18323
PF09781	PF09782
PF00062	PF00041
PF00646	PF00240
PF00503	PF09128
PF00231	PF02874
PF04046	PF00076
PF06544	PF00400
PF01193	PF01194
PF02864	PF00017
PF00097	PF00888
PF00125	PF03730
PF08913	PF01044
PF04934	PF09748
PF00749	PF00587
PF00170	PF00249
PF00252	PF00542
PF05000	PF01000
PF02198	PF00178
PF08512	PF15511
PF00071	PF04421
PF10613	PF00060
PF05064	PF15967
PF07034	PF14630
